acc_x[mg],acc_y[mg],acc_z[mg]
-936.3493139859178,319.53725278255064,149.89420444290354
-936.4584236207064,323.37240545956064,145.95504071216982
-933.8581472776128,299.85672987207664,114.67626559528485
-941.3479628619356,311.5559339835724,118.44921558330317
-932.3856770660726,315.67354805157726,153.89149199777705
-948.863271351583,300.0780082902928,126.22455170725989
-948.9173163108708,292.34040166621634,126.25004461258432
-941.7833816848772,288.2758128412863,110.67184002692053
-938.0389837508224,272.7710278229569,110.77992994549618
-937.7116548464563,280.57695543330294,118.60829131252773
-925.1426328052904,307.77380654963724,142.25245114284695
-952.8524011767527,280.76458321649085,126.22965028832476
-956.6518637863085,288.5317616107438,126.14705327507356
-944.3275736362572,280.9104026349467,149.9054213212463
-937.3027486450522,299.9892929797638,126.39790346346614
-945.6093569159705,292.17418792350094,110.60147960822505
-937.9298741160337,307.55558728006,106.73981430967763
-930.2779236538472,299.7588371156308,106.88053514706858
-933.3125991036696,280.68402563566565,134.3720842489535
-941.4560527805113,276.7723942426823,122.48933121912174
-933.1494445095932,303.8958257916822,134.29662524919317
-941.3479628619356,311.5559339835724,118.44921558330317
-926.5885903952931,315.13513789112494,99.0351445192803
-937.2487036857643,307.7258798876273,126.37241055814168
-944.9281864857011,292.3455002472812,130.23407585668912
-937.7667195219573,311.4580412271265,110.65348513508692
-922.761595447987,291.9274165999603,103.09534856449451
-936.8663101058976,303.9600679130998,138.16542856123144
-944.9557188234515,327.09538935314305,122.26703308469254
-941.102211254608,327.0658175829667,122.32515690883228
-944.0553094073921,319.59741603911635,149.77897651083705
-925.6055839659824,280.6248820953129,134.48833189723302
-926.3968837472532,303.59704894127964,106.92642237665258
-945.6103766321834,311.483534132451,106.61133006684243
-934.1314312226908,319.0977550947572,102.83328149775919
-957.824537431233,295.9614139385009,90.78268317927122
-956.8700830558856,296.20002753233774,118.2687258136061
-937.7667195219573,292.1486950181765,114.64363467646956
-925.387364696405,292.26494266645597,138.37650981731787
-933.0668474963418,276.8835433098969,142.23817511586526
-941.2653658486845,284.5436515017871,126.39076544997529
-932.7405383081889,303.99881712919296,146.0763869415142
-932.60389633565,304.03348748043425,150.00229436147922
-932.9312252400158,315.53690607903826,138.184803169278
-932.1684775127084,346.62295483167037,153.78952037647923
-924.8979009141757,342.5920166417686,142.13824292699343
-940.8299470257429,327.1341385692362,130.17799146497532
-944.3551059740076,296.35094553185854,145.9275083744194
-922.3792018681203,288.1605849092198,114.88734685137128
-910.1925734068211,299.81492150734454,130.72965793619636
-933.5308183732468,307.6626574824227,122.50360724610341
-944.3285933524701,319.5290950528468,141.92512223848104
-937.1130814294384,327.0698964478186,126.30918815293704
-936.9213747813984,315.5318074979734,134.20077192517323
-933.9132119531135,311.42846945695015,110.71160895922665
-933.9947892501517,299.82205952083535,110.74933845910684
-930.2779236538472,299.7588371156308,106.88053514706858
-934.1038988849405,303.6572121978454,106.8101747283731
-960.7235906247294,296.2306190187271,118.21060198946634
-953.4530140261966,292.19968082882536,106.55932453998055
-945.118873417528,284.5732232719634,126.33264162583554
