acc_x[mg],acc_y[mg],acc_z[mg]
-935.3132823135323,350.69264223766527,173.3527759224608
-939.3299444764523,346.81976006077514,169.38098127291175
-931.3231327721496,350.69672110251724,177.33680716656556
-931.7871036490546,342.8571428571429,165.58253837956897
-928.0427057149996,346.6617040477635,161.700478756762
-943.6474229222009,339.0097535855772,157.56858866177546
-923.3713857433478,346.8370952363958,185.3181259655438
-919.1089719731,346.91051480373017,197.1549917657916
-927.4155802440182,339.09540974746733,181.35856791055053
-907.929823130223,331.27724554256554,189.5264947765037
-904.6493960730729,346.5515746967619,169.90103654153052
-912.8468947092025,334.90233667970205,158.04377641702317
-920.1990486047735,346.6362111424391,165.74263382500652
-938.975083234336,339.1851447742094,181.18521615434426
-927.2789382714792,339.13008009870856,185.2854950467285
-923.8618692417903,335.1287136789832,173.57609377310297
-919.8441873626571,319.6922496469233,181.53803796403463
-932.3051194852474,327.27995798769206,153.85274278168387
-920.4713128336385,327.2585439472195,161.8799488102461
-920.1439839292725,335.0644715575656,169.7072904610647
-924.0790687951544,323.48865310784015,169.68791585301813
-915.8815701590249,335.13789112489997,181.54517597752547
-911.7833306990666,331.30783702895485,189.46837095236398
-916.563760305507,334.9665788011197,161.91257972906143
-923.6161176344624,312.0188851442644,185.43131446518436
-904.6759086946105,342.68277138472365,169.91327313608625
-904.4576894250331,335.0134857469167,177.79160059755372
-920.0899389699847,342.8020781816421,169.68179755574025
-920.0899389699847,342.8020781816421,169.68179755574025
-927.9876410394988,335.08996446289,165.6651353928202
-932.3866967822855,334.98289426052736,149.9013424563944
-927.5787348380946,335.1929558004008,177.44489708514124
-927.7969541076719,323.55187551304476,173.5567191650564
-927.6327797973826,327.45534917632426,177.4703899904657
-908.4478389664157,335.00940688206475,173.80756935344894
-927.5787348380946,335.1929558004008,177.44489708514124
-943.2925616800846,312.06477237384837,173.36297308459058
-927.7418894321711,331.2894821371213,173.53122625973194
-927.8509990669597,335.1236150979183,169.5920625289982
-919.9532969974458,342.83674853288335,173.60872469191827
-920.4713128336385,327.2585439472195,161.8799488102461
-928.1507956335753,311.87714459066046,165.74161410879353
-923.451943324173,315.9213390913309,189.34600500680662
-923.9699591603658,319.6535004308301,173.62707958375188
-927.9876410394988,315.78061825393996,169.65528493420283
-928.1507956335753,311.87714459066046,165.74161410879353
-919.6810327685806,323.5957233102028,185.45170878944393
-939.1657701661628,312.1035215899416,181.27393146487336
-916.0182121315638,335.10322077365873,177.61824884134748
-924.052556173617,327.3564367036654,169.6746595422494
-912.9825169655287,315.5593398357238,158.10699882222778
-923.6701625937502,323.5906247291379,181.46767754533914
-924.4889947127716,323.38566177032936,157.9081541606971
-932.0593678779197,342.7888218708734,157.72970382342595
-943.3466066393725,323.63651195872194,169.3983164485324
-927.5236701625939,323.6201964993143,181.40955372119942
-934.4128728974728,323.8853227146885,204.85282945756197
-917.2989756950642,307.7483136443128,146.29460621109146
-919.9532969974458,304.2170363987703,181.58800405847055
-935.558014204647,315.87443214553394,173.46596442210134
-919.9532969974458,342.83674853288335,173.60872469191827
-931.3506651099001,346.82893750669194,177.34904376112132
-931.9227259053806,323.5131262969516,165.6457607847736
-920.0624066322342,327.3615352847303,173.65971050256715
-923.0970820820568,308.2867238047652,201.15023988823913
-904.8665956264374,315.60216791666886,170.00198844661531
-919.9798096189832,300.34823308673197,181.60126036923924
-931.5678646632643,315.87851101038586,177.4499956662061
-939.1657701661628,331.41286779889157,177.28378192349072
-927.6337995135955,346.7646953852743,173.48024044908303
-935.1766403409931,350.72731258890656,177.27868334242584
-908.3122167100897,373.66276965120613,169.7541974068617
-923.3989180810981,362.27763813330756,181.3412327349299
-908.9668745188214,377.36026063946406,150.1093645638419
-935.4764369076088,346.7901882905988,169.43808538083854
-928.0151733772493,350.53050735980185,161.68824216220628
-931.214023137361,346.8625881417202,181.2759708972993
-927.606267175845,331.32415248836253,177.45815339590993
-907.9022907924725,335.1460488546038,189.51425818194798
-924.1076208491178,338.92919600475193,165.71102262240422
-923.5070079996738,346.8034446013675,181.3911988293658
-923.3163210678468,335.2653556515222,189.282782601602
-919.1089719731,346.91051480373017,197.1549917657916
-907.7666685361465,354.49006541479514,189.45103577674334
-912.0290823063941,354.4166458474607,177.61315026028257
-923.5620726751746,339.065837977291,181.41669173469026
-919.7626100656189,350.6080057919881,177.5101589227718
-927.5787348380946,335.1929558004008,177.44489708514124
-926.9516093671132,346.93600770905465,193.1128366975471
-922.8798825286923,339.2371503010712,201.0492879831543
-911.8373756583543,342.8795766138284,185.5037143163058
-916.0182121315638,335.10322077365873,177.61824884134748
-916.3455410359298,346.60663937226275,165.80075764914628
-916.0457444693143,331.23441746162047,177.63150515211618
-920.1174713077352,338.9332748696038,169.69505386650897
-907.466871969531,358.4271897131029,197.29061402211767
-923.451943324173,335.230685300281,185.35585546542399
-920.7445967787166,327.19022296095,154.0271142541031
-916.0182121315638,335.10322077365873,177.61824884134748
-908.529416263454,323.40299694594995,173.84529885332913
-923.451943324173,315.9213390913309,189.34600500680662
-905.2755018278415,334.8085227881081,154.23309692912466
-896.4508777207305,319.5821202959217,189.73757603259014
-897.5419740686169,319.3088363508436,158.32521809180508
